TYPE MOTOR,COLOR,KODE CUSTOMER,JENIS KELAMIN,KECAMATAN SURAT,KOTA SURAT,PROPINSI,STATUS RUMAH,JENIS PENJUALAN STNK,JENIS PENJUALAN SSU,AGAMA,PEKERJAAN,PENGELUARAN,PENDIDIKAN,KEBERSEDIAAN DIHUBUNGI,MERK MOTOR SBLMNYA,TYPE MOTOR SBLMNYA,SMH DIGUNAKAN UNTUK,YG MENGGUNAKAN SMH,HOBI,KEWARGANEGARAAN
18,5,0,0,7,0,0,1,1,1,2,2,3,5,1,4,2,1,3,20,0
18,5,0,1,7,0,0,1,1,1,2,22,3,2,1,1,3,1,3,0,0
18,7,0,1,1,0,0,0,1,1,2,17,2,4,1,1,0,5,3,20,0
18,7,0,1,4,0,0,1,0,0,2,4,3,4,1,1,3,1,3,0,0
18,17,0,1,8,0,0,1,0,0,2,2,3,4,1,1,3,1,3,0,0
18,5,0,0,11,0,0,0,0,0,2,4,0,3,1,0,1,4,3,23,0
18,11,0,0,16,0,0,1,1,1,2,8,3,0,1,1,0,3,2,11,0
18,11,0,0,11,0,0,1,1,1,2,8,3,4,1,1,0,1,3,23,0
18,5,0,1,16,0,0,1,1,1,2,2,4,3,1,1,0,5,2,24,0
18,5,0,1,4,0,0,1,0,0,2,2,3,4,1,1,2,3,3,24,0
18,11,0,0,10,0,0,1,1,1,2,8,5,2,1,1,3,1,3,0,0
18,5,0,0,4,0,0,1,1,1,2,8,2,4,1,1,2,5,3,0,0
18,7,0,0,5,0,0,0,1,1,2,4,2,5,1,1,0,5,3,14,0
18,7,0,1,4,0,0,1,0,0,3,2,3,4,1,1,0,1,3,24,0
18,11,0,1,11,0,0,1,1,1,2,10,6,4,1,1,2,5,3,24,0
18,7,0,0,7,0,0,0,1,1,2,4,2,3,1,1,0,5,3,14,0
18,11,0,0,2,0,0,1,0,0,2,22,3,4,1,1,0,3,3,11,0
18,5,0,0,10,0,0,1,1,1,2,8,5,5,1,1,2,3,2,11,0
18,7,0,1,1,0,0,1,1,1,2,2,2,4,1,1,0,5,3,20,0
18,11,0,0,1,0,0,1,1,1,2,17,2,5,1,1,2,5,3,20,0
18,11,0,0,0,0,0,1,0,0,2,10,4,4,1,1,2,5,3,23,0
18,5,0,1,4,0,0,1,1,1,2,8,3,4,1,1,0,1,3,20,0
18,7,0,0,14,0,0,0,1,1,2,8,5,0,1,1,0,5,3,18,0
18,11,0,1,7,0,0,1,0,0,2,9,4,2,1,1,2,5,3,24,0
18,7,0,1,7,0,0,1,0,0,2,2,4,4,1,1,2,5,3,24,0
18,11,0,1,11,0,0,1,0,0,2,2,2,4,1,1,0,5,3,0,0
18,11,0,1,4,0,0,1,1,1,2,2,2,4,1,1,0,5,3,20,0
18,7,0,1,11,0,0,1,0,0,2,2,2,0,1,0,1,3,3,24,0
18,5,0,1,10,0,0,0,1,1,2,14,3,5,1,5,0,5,3,14,0
18,17,0,1,7,0,0,1,1,1,2,2,3,5,1,1,2,1,3,20,0
18,5,0,1,0,0,0,0,1,1,2,14,2,4,1,1,0,5,3,0,0
18,7,0,1,2,0,0,1,1,1,2,22,3,3,1,1,0,1,3,24,0
18,11,0,1,7,0,0,0,1,1,2,4,3,4,1,1,0,3,3,25,0
18,11,0,0,5,0,0,1,1,1,2,8,4,4,1,1,3,1,3,0,0
18,5,0,1,11,0,0,1,1,1,2,2,2,4,1,1,0,3,3,24,0
18,7,0,1,11,0,0,0,1,1,2,4,2,4,1,1,0,5,3,20,0
19,7,0,1,8,0,0,1,1,0,2,1,4,4,1,1,3,1,3,0,0
19,5,0,1,8,0,0,1,0,0,2,10,4,0,1,1,2,5,3,24,0
19,5,0,0,4,0,0,1,1,1,2,8,2,4,1,5,2,3,3,26,0
19,5,0,1,7,0,0,1,0,0,2,8,4,4,1,1,2,5,3,23,0
19,5,0,1,9,0,0,0,1,1,2,4,2,4,1,1,0,5,3,20,0
19,7,0,1,3,0,0,1,1,1,2,8,4,4,1,1,2,5,3,24,0
19,5,0,1,2,0,0,1,1,1,2,4,2,4,1,1,0,5,3,24,0
19,7,0,0,4,0,0,1,1,1,2,9,3,4,1,1,0,1,3,23,0
19,5,0,1,9,0,0,1,0,0,2,2,3,4,1,1,2,1,3,24,0
19,6,0,1,8,0,0,1,1,1,2,2,4,4,1,1,2,5,3,24,0
19,7,0,1,10,0,0,1,1,1,2,8,2,4,1,1,0,5,3,0,0
19,16,0,1,8,0,0,0,1,1,2,4,3,5,1,1,2,1,3,22,0
19,5,0,1,10,0,0,1,1,1,3,2,2,4,1,1,0,0,3,42,0
19,6,0,0,8,0,0,1,1,1,2,4,3,4,1,1,3,1,3,0,0
19,6,0,0,4,0,0,1,0,0,2,8,3,4,1,1,2,1,3,48,0
19,5,0,0,8,0,0,1,0,0,2,4,3,4,1,1,0,1,3,23,0
19,7,0,0,4,0,0,1,1,1,2,17,2,4,1,1,0,6,3,0,0
19,6,0,1,8,0,0,1,0,0,2,2,4,4,1,1,0,5,0,24,0
19,7,0,0,11,0,0,1,1,1,2,8,5,4,1,1,0,5,3,18,0
19,7,0,1,3,0,0,1,1,1,2,8,3,0,1,1,2,1,3,20,0
19,5,0,1,8,0,0,1,1,1,2,8,5,4,1,1,2,5,3,24,0
19,5,0,1,16,0,0,0,1,1,2,4,4,4,1,1,0,5,3,24,0
19,5,0,0,4,0,0,0,1,1,2,4,2,5,1,5,3,2,3,0,0
19,5,0,1,10,0,0,1,1,1,2,2,4,4,1,1,2,5,3,24,0
19,7,0,0,4,0,0,1,0,0,2,8,3,4,1,1,2,1,3,23,0
19,5,0,0,10,0,0,1,0,0,2,8,5,0,1,1,0,5,0,18,0
19,5,0,0,0,0,0,0,0,0,2,4,2,4,1,1,0,5,3,0,0
19,5,0,0,9,0,0,1,1,1,2,17,2,4,1,1,0,5,3,0,0
19,17,0,1,1,0,0,1,1,1,2,14,2,4,1,1,0,5,3,0,0
19,5,0,0,4,0,0,1,1,1,2,8,3,4,1,1,2,1,3,20,0
19,5,0,1,18,0,0,1,0,0,2,2,6,4,1,0,1,5,3,24,0
19,5,0,0,11,0,0,1,1,1,2,8,2,4,1,1,0,5,3,20,0
19,18,0,0,8,0,0,2,1,1,2,16,4,0,1,1,0,3,2,39,0
19,7,0,0,7,0,0,1,1,1,2,8,5,5,1,1,3,1,3,0,0
19,6,0,0,8,0,0,1,0,0,2,10,4,4,1,1,2,1,3,23,0
19,5,0,0,3,0,0,0,1,1,2,4,2,5,1,1,0,5,3,14,0
19,16,0,0,10,0,0,1,0,0,2,8,5,4,1,1,0,5,0,18,0
19,5,0,1,1,0,0,0,0,0,2,1,2,4,1,1,0,5,3,20,0
19,7,0,1,3,0,0,1,1,1,2,2,2,4,1,1,2,1,3,24,0
19,5,0,1,5,0,0,1,0,0,2,8,4,4,1,1,3,1,3,0,0
19,5,0,0,10,0,0,1,1,1,2,14,4,5,1,1,2,5,0,11,0
19,17,0,1,6,0,0,0,1,1,2,2,4,4,1,1,0,3,3,23,0
19,5,0,1,16,0,0,1,1,1,2,4,2,4,1,4,3,1,3,25,0
19,18,0,1,18,0,0,1,1,1,2,8,3,5,0,1,2,1,3,24,0
19,5,0,0,11,0,0,1,1,1,2,9,2,4,1,1,0,4,3,24,0
19,16,0,0,11,0,0,1,1,1,2,8,2,4,1,1,2,1,3,0,0
19,5,0,1,8,0,0,1,0,0,2,2,4,4,1,1,2,5,3,24,0
19,5,0,0,4,0,0,0,1,1,2,14,2,4,0,5,2,1,1,23,0
19,5,0,0,8,0,0,1,1,1,2,8,5,4,1,1,2,5,0,18,0
19,5,0,0,5,0,0,1,1,1,2,8,4,4,1,1,2,5,3,23,0
19,17,0,1,6,0,0,1,1,1,2,2,4,5,1,1,0,5,2,24,0
19,5,0,0,10,0,0,1,1,1,2,17,4,4,1,1,3,1,3,0,0
19,6,0,1,11,0,0,1,0,0,2,8,3,4,0,1,2,1,3,42,0
19,5,0,0,10,0,0,1,1,1,2,22,5,5,1,1,2,5,2,24,0
19,7,0,0,6,0,0,1,1,1,2,22,5,4,1,1,0,5,3,11,0
19,7,0,0,9,0,0,1,1,1,2,8,2,4,1,1,2,1,3,0,0
19,5,0,1,10,0,0,1,1,1,2,1,3,2,1,1,2,1,3,20,0
19,16,0,1,10,0,0,1,1,1,2,2,3,4,1,1,0,1,3,34,0
19,5,0,0,8,0,0,1,0,0,2,16,4,4,1,1,2,5,3,23,0
19,5,0,0,4,0,0,0,1,1,2,8,3,4,0,1,2,1,3,20,0
19,5,0,1,7,0,0,1,1,1,2,2,4,4,1,1,2,5,3,24,0
19,5,0,0,11,0,0,1,1,1,2,9,5,4,1,1,2,1,3,23,0
19,5,0,1,8,0,0,1,1,1,2,8,4,4,1,1,2,5,3,24,0
19,5,0,1,9,0,0,1,1,1,2,8,2,4,1,0,1,1,3,0,0
19,5,0,1,8,0,0,1,0,0,2,2,2,4,1,1,0,3,3,24,0
19,17,0,1,11,0,0,1,0,0,2,2,3,4,1,1,0,1,3,24,0
19,5,0,1,3,0,0,1,1,1,2,8,2,4,1,1,0,5,3,0,0
19,5,0,1,5,0,0,0,1,1,2,4,3,4,1,1,2,1,3,21,0
19,5,0,1,10,0,0,0,0,0,2,4,2,5,1,1,2,5,3,14,0
19,5,0,1,1,0,0,1,1,1,2,4,2,4,1,1,0,5,3,20,0
19,5,0,1,7,0,0,0,1,1,2,4,2,5,1,1,2,1,3,21,0
19,7,0,0,11,0,0,1,1,1,2,9,3,4,1,1,3,1,3,44,0
19,7,0,1,7,0,0,1,0,0,2,8,6,4,1,1,2,5,3,24,0
19,5,0,1,11,0,0,1,0,0,2,2,0,4,1,1,0,3,3,24,0
19,5,0,0,8,0,0,1,0,0,2,17,2,4,1,1,0,5,3,20,0
19,5,0,0,11,0,0,1,0,0,4,12,4,4,1,1,2,1,3,44,0
19,5,0,1,8,0,0,1,0,0,2,2,4,4,1,1,2,5,3,24,0
19,5,0,0,3,0,0,1,0,0,2,8,5,5,1,1,0,5,3,18,0
19,6,0,1,1,0,0,0,1,1,2,4,2,4,1,1,0,5,3,20,0
19,18,0,1,0,0,0,0,1,1,2,8,2,4,1,1,0,5,3,20,0
19,7,0,1,0,0,0,1,0,0,2,1,2,4,1,1,0,5,3,20,0
19,5,0,0,5,0,0,1,0,0,2,9,4,4,1,1,2,5,3,23,0
19,6,0,0,8,0,0,0,1,1,2,8,2,4,1,1,0,5,3,20,0
19,7,0,1,11,0,0,1,1,1,2,2,2,4,1,1,2,1,3,24,0
19,7,0,0,4,0,0,1,1,1,2,8,4,4,1,1,2,3,3,0,0
19,16,0,0,8,0,0,0,1,1,2,14,2,4,1,1,0,5,3,0,0
19,5,0,0,1,0,0,0,1,1,2,8,4,4,1,1,2,1,3,2,0
19,6,0,1,8,0,0,0,0,0,2,8,5,0,1,1,2,1,3,22,0
19,6,0,1,3,0,0,0,1,1,2,4,2,4,1,1,0,5,3,20,0
19,5,0,1,8,0,0,1,1,1,2,2,4,4,1,1,2,5,3,24,0
19,5,0,0,8,0,0,1,0,0,2,8,4,4,1,1,0,1,3,23,0
19,5,0,0,11,0,0,1,1,1,2,22,4,5,1,1,0,3,3,23,0
19,7,0,0,3,0,0,1,0,0,2,8,5,2,1,2,3,2,3,23,0
19,5,0,0,16,0,0,1,0,0,2,8,2,4,1,1,2,5,3,23,0
19,7,0,0,2,0,0,1,0,0,2,20,4,4,1,1,0,3,3,23,0
19,5,0,0,10,0,0,1,0,0,2,7,4,4,1,1,3,1,3,0,0
19,5,0,0,7,0,0,1,0,0,2,17,4,4,1,1,3,1,3,0,0
19,5,0,1,11,0,0,1,0,0,2,14,2,4,1,1,0,5,3,20,0
19,5,0,0,6,0,0,1,1,1,2,17,2,3,1,1,2,1,3,0,0
19,7,0,0,3,0,0,0,1,1,2,4,6,5,1,1,3,1,3,0,0
19,7,0,0,8,0,0,1,0,0,2,8,5,4,1,1,2,5,3,18,0
19,7,0,0,18,0,0,1,1,1,2,8,2,4,0,5,2,1,3,0,0
19,17,0,0,11,0,0,1,1,1,4,18,3,4,1,1,2,1,3,0,0
19,6,0,0,7,0,0,1,0,0,2,17,4,4,1,1,2,5,3,23,0
19,7,0,0,2,0,0,1,0,0,2,8,5,0,1,1,0,5,2,18,0
19,17,0,1,11,0,0,1,0,0,2,18,2,4,1,0,1,3,3,24,0
19,5,0,0,4,0,0,1,0,0,2,8,3,4,1,1,0,1,3,23,0
19,5,0,1,11,0,0,1,1,1,2,9,6,3,1,0,1,3,3,47,0
19,5,0,0,3,0,0,1,1,1,2,2,4,4,1,1,2,5,3,24,0
19,5,0,1,11,0,0,0,1,1,2,4,2,4,1,1,0,5,3,0,0
19,5,0,1,11,0,0,1,1,1,2,7,4,2,1,1,0,1,3,24,0
19,5,0,1,1,0,0,1,0,0,2,8,6,4,1,1,2,5,3,24,0
19,6,0,1,3,0,0,0,0,0,2,14,3,0,1,1,0,5,3,0,0
19,5,0,0,7,0,0,1,1,1,2,2,3,4,1,1,3,1,3,0,0
19,5,0,1,1,0,0,1,0,0,2,2,4,4,1,0,1,3,2,28,0
19,5,0,0,4,0,0,0,1,0,2,9,5,4,1,0,1,1,3,7,0
19,5,0,1,8,0,0,0,1,1,2,4,2,4,1,1,2,5,3,20,0
19,5,0,0,16,0,0,1,1,1,2,4,2,5,1,1,3,1,3,0,0
19,6,0,0,7,0,0,1,1,1,2,8,2,5,1,1,3,1,3,0,0
19,5,0,1,9,0,0,1,1,1,2,4,2,4,1,1,0,5,3,20,0
19,5,0,0,3,0,0,1,1,1,2,8,2,4,1,1,0,5,3,0,0
19,17,0,0,6,0,0,1,1,0,2,22,5,4,1,2,2,2,3,23,0
19,18,0,1,10,0,0,1,0,0,2,2,2,4,1,1,2,5,3,24,0
19,7,0,1,9,0,0,1,0,0,2,4,4,2,1,1,0,3,3,27,0
19,7,0,0,7,0,0,1,0,0,2,8,2,4,1,4,2,1,3,20,0
19,5,0,1,9,0,0,1,0,0,2,2,4,4,1,1,0,3,3,24,0
19,7,0,1,11,0,0,1,0,0,2,2,3,4,1,1,3,1,3,0,0
19,5,0,1,10,0,0,0,1,1,2,4,2,3,1,1,2,5,3,14,0
19,17,0,1,11,0,0,1,1,1,2,2,0,4,1,1,0,1,3,25,0
19,5,0,1,8,0,0,0,0,0,2,4,2,4,1,1,0,5,3,20,0
19,6,0,1,7,0,0,0,1,1,2,4,2,4,1,1,0,0,0,33,0
19,5,0,1,3,0,0,1,1,1,2,2,4,4,1,1,2,5,3,24,0
19,7,0,0,6,0,0,1,0,0,2,9,4,4,1,0,1,1,3,23,0
19,17,0,0,9,0,0,0,1,1,2,13,2,4,1,1,0,5,3,20,0
19,16,0,1,10,0,0,0,0,0,2,4,2,4,1,1,0,5,3,14,0
19,17,0,1,10,0,0,1,1,1,2,8,5,2,1,1,2,1,3,22,0
19,17,0,0,18,0,0,1,1,1,2,8,2,4,1,5,2,3,3,26,0
19,5,0,1,1,0,0,1,1,1,2,14,2,4,1,1,0,5,3,20,0
19,5,0,0,3,0,0,1,1,1,2,4,2,4,1,1,0,5,3,20,0
19,5,0,1,8,0,0,1,0,0,2,8,4,5,1,1,2,3,2,24,0
19,7,0,1,16,0,0,0,0,0,2,2,4,3,1,1,0,5,2,24,0
19,5,0,1,8,0,0,1,1,1,2,2,4,4,1,1,2,5,3,24,0
19,5,0,0,2,0,0,1,1,1,2,20,3,4,1,1,0,1,3,23,0
19,16,0,1,1,0,0,1,1,1,2,17,2,3,1,1,2,1,3,20,0
19,7,0,0,7,0,0,0,1,1,2,4,6,4,1,1,2,2,3,0,0
19,5,0,0,11,0,0,1,0,0,2,8,3,4,1,4,2,1,3,23,0
19,16,0,1,3,0,0,1,1,1,2,2,2,4,1,1,0,5,3,20,0
19,7,0,1,11,0,0,0,1,1,2,4,0,4,1,0,1,4,3,20,0
19,5,0,0,1,0,0,1,0,0,2,14,2,4,1,1,0,5,3,20,0
19,16,0,1,8,0,0,1,0,0,2,2,5,0,0,1,0,3,3,22,0
19,5,0,1,10,0,0,1,1,1,2,2,4,4,1,1,2,1,3,22,0
19,5,0,1,10,0,0,1,1,1,2,14,4,2,1,1,3,1,3,0,0
19,5,0,1,11,0,0,1,0,0,2,8,3,4,0,1,2,1,3,2,0
19,5,0,0,3,0,0,0,0,0,2,8,2,4,1,1,0,5,3,0,0
19,5,0,0,18,0,0,1,0,0,2,8,2,3,1,1,0,1,3,35,0
19,5,0,1,11,0,0,1,0,0,2,8,3,4,1,1,0,3,3,24,0
19,5,0,0,4,0,0,1,0,0,2,16,3,4,1,5,0,1,3,23,0
19,6,0,1,11,0,0,1,0,0,2,4,0,0,1,1,0,2,3,25,0
19,5,0,0,4,0,0,1,0,0,2,8,3,4,1,1,0,1,3,20,0
19,5,0,1,11,0,0,1,1,1,2,2,0,4,1,1,0,1,3,24,0
19,5,0,1,11,0,0,1,1,1,2,8,3,4,1,1,0,1,3,41,0
19,5,0,1,9,0,0,0,1,1,2,4,2,3,1,1,2,5,3,24,0
19,5,0,0,11,0,0,1,0,0,2,8,4,4,1,1,2,2,3,23,0
19,5,0,1,16,0,0,1,1,1,2,4,4,4,1,1,0,5,3,25,0
19,16,0,1,11,0,0,1,1,1,2,2,5,4,1,1,2,5,2,50,0
19,18,0,1,11,0,0,0,1,1,2,9,6,4,1,0,1,3,3,24,0
19,5,0,1,4,0,0,1,1,1,2,8,3,1,1,1,2,1,3,20,0
19,5,0,0,4,0,0,0,1,1,2,4,2,4,0,1,0,2,3,20,0
19,7,0,1,9,0,0,1,1,1,2,9,2,0,1,1,2,3,3,20,0
19,5,0,1,18,0,0,1,0,0,2,13,6,4,1,3,3,1,3,24,0
19,5,0,1,1,0,0,1,1,1,2,9,2,4,1,0,1,3,3,20,0
19,6,0,0,2,0,0,1,0,0,2,22,4,4,1,1,2,5,3,23,0
19,5,0,0,6,0,0,1,1,1,2,17,2,3,1,1,2,1,3,0,0
19,7,0,1,8,0,0,1,0,0,2,8,4,4,1,1,2,1,3,24,0
19,5,0,1,8,0,0,0,1,1,2,4,3,5,1,1,0,5,3,14,0
19,6,0,1,8,0,0,0,0,0,2,4,3,4,1,1,2,5,3,25,0
19,16,0,1,14,0,0,1,1,1,2,7,5,2,1,1,2,1,3,24,0
19,7,0,0,10,0,0,1,1,1,2,8,5,4,1,1,2,1,3,0,0
19,5,0,1,5,0,0,1,1,1,2,2,4,4,0,5,3,3,3,24,0
19,6,0,0,10,0,0,0,1,1,2,4,2,4,1,1,2,5,3,14,0
19,5,0,1,11,0,0,1,1,1,2,9,3,4,1,0,1,3,3,24,0
4,13,0,0,16,0,0,1,0,0,2,8,3,0,0,1,2,1,3,2,0
4,12,0,0,7,0,0,0,1,1,2,1,2,2,1,1,0,5,3,20,0
4,12,0,0,7,0,0,1,0,0,2,8,4,4,1,1,3,1,3,0,0
4,12,0,0,8,0,0,0,0,0,2,4,2,5,1,5,2,5,3,18,0
4,5,0,0,12,0,0,1,1,1,2,20,4,4,1,1,0,3,3,23,0
4,12,0,1,5,0,0,1,1,1,2,2,5,4,1,1,2,5,3,24,0
4,5,0,0,2,0,0,1,1,1,2,9,2,4,1,1,0,5,3,20,0
4,12,0,0,11,0,0,1,1,1,2,8,6,4,1,1,2,1,3,23,0
4,5,0,0,5,0,0,1,0,0,2,11,2,4,1,1,0,1,3,23,0
4,13,0,0,2,0,0,1,0,0,2,8,3,0,0,1,2,1,3,2,0
32,7,0,0,7,0,0,1,1,1,2,8,3,4,1,5,0,4,0,25,0
32,5,0,0,1,0,0,1,0,0,2,8,2,4,1,1,0,5,3,20,0
32,5,0,0,11,0,0,1,0,0,2,17,2,4,0,5,2,1,3,23,0
11,5,0,0,2,0,0,1,1,1,2,8,2,2,1,1,0,5,3,20,0
11,5,0,0,2,0,0,0,1,1,2,4,2,4,1,1,0,5,3,18,0
11,5,0,0,0,0,0,1,1,1,2,20,4,4,1,1,0,3,3,23,0
10,5,0,1,3,0,0,1,0,0,2,2,2,3,1,0,1,4,3,24,0
10,5,0,0,8,0,0,1,0,0,2,9,6,2,1,1,0,1,3,5,0
10,12,0,1,2,0,0,1,1,1,2,2,4,3,1,1,2,1,3,21,0
10,5,0,0,11,0,0,1,1,1,2,8,3,4,1,1,0,3,3,0,0
10,5,0,0,10,0,0,1,0,0,2,8,3,4,1,1,3,1,3,23,0
10,5,0,0,10,0,0,1,0,0,2,9,6,2,1,1,2,1,3,2,0
10,5,0,0,12,0,0,1,0,0,2,7,6,2,1,1,0,1,3,23,0
10,5,0,0,8,0,0,1,1,1,2,8,3,4,1,1,0,5,2,25,0
10,5,0,0,8,0,0,1,0,0,2,7,6,2,1,1,0,3,3,2,0
10,5,0,0,8,0,0,1,0,0,2,9,6,2,1,1,2,1,3,2,0
10,5,0,0,3,0,0,1,0,0,2,9,6,2,1,1,2,1,3,25,0
10,12,0,0,4,0,0,1,0,0,2,16,3,4,1,1,0,1,3,23,0
10,5,0,0,8,0,0,1,0,0,2,7,6,2,1,1,2,1,3,25,0
10,5,0,0,3,0,0,1,0,0,2,9,6,2,1,1,0,1,3,2,0
10,5,0,0,8,0,0,1,0,0,4,9,6,2,1,1,2,1,3,23,0
10,5,0,0,10,0,0,1,0,0,2,9,6,2,1,1,2,1,3,42,0
2,7,0,0,1,0,0,0,0,0,2,8,3,4,1,1,2,1,3,25,0
21,13,0,1,11,0,0,1,0,0,2,22,2,3,1,1,0,5,3,20,0
21,7,0,0,18,0,0,1,0,0,2,8,3,4,0,5,0,1,3,0,0
21,7,0,0,7,0,0,1,0,0,2,8,4,4,1,1,3,1,3,0,0
21,7,0,0,4,0,0,1,1,1,2,8,2,4,1,1,0,5,3,21,0
21,13,0,0,4,0,0,0,1,1,2,4,2,4,1,1,0,5,3,0,0
21,5,0,0,1,0,0,1,1,1,2,8,3,4,0,1,0,1,3,37,0
21,13,0,0,12,0,0,0,0,0,2,14,3,4,1,1,2,5,3,14,0
21,13,0,0,6,0,0,0,1,1,2,4,2,4,1,1,3,1,3,0,0
21,7,0,0,10,0,0,1,0,0,2,8,3,4,1,1,0,1,3,20,0
21,13,0,0,3,0,0,1,1,1,2,4,3,4,1,1,3,1,3,0,0
21,13,0,0,10,0,0,0,1,1,2,4,2,4,1,1,0,5,3,20,0
21,14,0,0,3,0,0,0,0,0,2,8,3,4,1,0,1,1,3,53,0
21,7,0,0,6,0,0,0,1,1,2,14,3,4,1,1,2,5,3,14,0
21,13,0,0,0,0,0,1,0,0,2,17,2,4,1,1,0,5,3,20,0
21,7,0,0,4,0,0,0,1,1,2,4,6,6,1,0,1,2,3,16,0
21,7,0,0,11,0,0,1,1,1,2,4,0,0,1,1,0,2,3,27,0
21,7,0,0,3,0,0,1,1,1,2,17,3,3,1,1,3,1,3,0,0
21,5,0,0,5,0,0,1,1,1,2,8,4,4,1,1,3,1,3,0,0
21,7,0,0,0,0,0,0,1,1,2,8,2,4,1,1,0,5,3,20,0
21,13,0,0,2,0,0,0,1,1,2,4,3,3,1,1,2,5,3,48,0
21,7,0,0,5,0,0,1,1,1,2,17,3,5,1,1,0,1,3,0,0
21,7,0,0,8,0,0,2,1,1,2,8,4,4,1,1,2,5,3,25,0
21,7,0,0,4,0,0,0,1,1,2,4,3,4,0,1,0,1,3,25,0
21,13,0,0,1,0,0,0,1,1,2,4,2,4,1,1,0,5,3,21,0
21,13,0,0,9,0,0,1,1,1,2,15,2,3,0,4,0,1,3,23,0
21,13,0,0,0,0,0,0,1,1,2,4,2,4,1,1,0,5,3,20,0
21,13,0,0,11,0,0,1,0,0,2,10,4,4,1,1,0,1,3,0,0
21,7,0,0,3,0,0,0,0,0,2,4,0,4,1,1,0,2,3,25,0
21,7,0,0,5,0,0,0,1,1,2,18,6,4,1,1,0,0,3,23,0
21,13,0,0,18,0,0,0,1,1,2,4,6,5,0,4,2,2,3,48,0
21,7,0,0,6,0,0,0,0,0,2,9,3,4,1,1,0,1,3,23,0
21,7,0,0,3,0,0,0,1,1,2,8,2,4,1,1,0,5,3,20,0
21,7,0,0,18,0,0,1,1,1,2,8,2,4,1,5,2,3,3,26,0
21,5,0,0,11,0,0,1,1,1,2,4,2,4,1,0,1,4,3,0,0
21,7,0,0,11,0,0,0,0,0,2,8,4,4,1,1,2,1,3,23,0
21,5,0,0,4,0,0,0,1,1,2,6,2,6,0,0,1,2,3,48,0
20,5,0,0,10,0,0,0,0,0,2,4,2,5,1,1,0,5,3,14,0
20,13,0,0,5,0,0,1,1,0,2,8,4,2,1,1,3,1,3,0,0
20,7,0,0,18,0,0,1,1,1,2,4,6,4,1,5,2,3,3,24,0
13,5,0,0,10,0,0,1,1,1,2,4,4,4,1,1,3,1,3,0,0
13,5,0,0,11,0,0,0,1,1,2,4,0,3,1,0,1,4,3,0,0
13,5,0,0,4,0,0,1,1,1,2,4,2,4,1,1,3,2,3,27,0
13,5,0,0,5,0,0,0,1,1,2,4,2,5,1,1,3,1,3,0,0
13,5,0,0,2,0,0,0,1,1,2,4,2,4,1,1,0,5,3,14,0
13,5,0,0,4,0,0,1,1,1,2,13,3,4,1,1,0,1,3,35,0
13,5,0,0,3,0,0,0,1,1,2,4,2,4,1,1,2,5,3,20,0
13,5,0,0,1,0,0,0,1,1,2,4,6,5,1,0,1,4,3,23,0
13,5,0,0,8,0,0,1,1,1,2,8,4,4,1,1,2,5,3,23,0
13,5,0,1,16,0,0,1,1,1,2,2,2,4,0,1,2,1,3,24,0
13,5,0,0,2,0,0,0,0,0,2,8,2,4,1,1,0,5,3,48,0
13,5,0,0,4,0,0,1,1,1,2,15,2,3,0,0,1,5,3,4,0
13,5,0,0,18,0,0,0,0,0,2,4,2,3,0,1,2,1,3,23,0
12,11,0,0,11,0,0,1,1,1,2,8,3,4,1,1,0,1,3,46,0
12,7,0,0,8,0,0,1,0,0,2,8,3,4,1,1,0,1,3,25,0
12,11,0,0,2,0,0,1,1,1,2,4,3,4,1,1,3,1,3,0,0
12,11,0,0,10,0,0,1,0,0,2,8,5,4,1,1,0,5,3,18,0
12,5,0,0,5,0,0,1,1,1,2,8,2,4,1,1,0,5,3,0,0
12,5,0,0,5,0,0,1,1,1,2,4,6,4,1,1,3,1,3,0,0
12,7,0,0,10,0,0,1,1,1,2,8,5,4,1,1,0,5,3,14,0
12,7,0,0,4,0,0,0,0,0,2,4,3,4,1,1,2,2,3,16,0
12,11,0,0,5,0,0,1,0,0,2,8,2,4,1,1,2,1,3,48,0
12,11,0,0,9,0,0,0,0,0,2,22,0,4,1,0,1,4,3,0,0
12,7,0,0,4,0,0,1,1,1,2,8,3,5,1,1,0,1,3,34,0
12,15,0,0,8,0,0,1,0,0,2,8,4,4,1,1,2,5,3,23,0
12,11,0,0,7,0,0,1,0,0,2,20,4,4,1,1,0,1,3,23,0
12,5,0,0,11,0,0,0,1,1,2,4,0,5,1,0,1,4,3,20,0
12,5,0,0,8,0,0,1,1,1,2,8,4,4,1,1,2,5,3,23,0
12,11,0,0,11,0,0,1,1,1,2,8,5,4,1,1,0,1,3,23,0
12,7,0,0,3,0,0,0,1,1,2,4,2,4,1,1,0,5,3,20,0
12,11,0,0,11,0,0,1,1,1,2,9,3,4,1,1,0,1,3,44,0
12,7,0,0,12,0,0,1,0,0,2,8,5,3,1,1,2,5,3,11,0
12,11,0,0,1,0,0,1,1,1,2,8,2,4,1,5,2,5,3,20,0
12,11,0,1,4,0,0,1,1,1,2,20,3,5,0,4,0,1,3,37,0
12,5,0,0,3,0,0,0,1,1,2,14,2,4,1,1,0,5,3,20,0
12,11,0,0,0,0,0,0,1,1,2,4,2,4,1,1,0,5,3,0,0
12,5,0,0,3,0,0,1,1,1,2,9,4,5,1,5,1,4,3,20,0
12,11,0,0,10,0,0,1,0,0,2,8,2,4,1,1,2,5,3,23,0
